"","Genus","Species"
"Otu00883",NA,NA
"Otu00885",NA,NA
"Otu00886",NA,NA
"Otu00887",NA,NA
"Otu00888",NA,NA
"Otu00889",NA,NA
"Otu00890",NA,NA
"Otu00891",NA,NA
"Otu00892",NA,NA
"Otu00893",NA,NA
"Otu00894",NA,NA
"Otu00895",NA,NA
"Otu00896",NA,NA
"Otu00897",NA,NA
"Otu00898",NA,NA
"Otu00899",NA,NA
"Otu00900",NA,NA
"Otu00901",NA,NA
"Otu00902",NA,NA
"Otu00903",NA,NA
"Otu00904",NA,NA
"Otu00905",NA,NA
"Otu00906",NA,NA
"Otu00907",NA,NA
"Otu00908",NA,NA
"Otu00909",NA,NA
"Otu00910",NA,NA
"Otu00911",NA,NA
"Otu00912",NA,NA
"Otu00913",NA,NA
"Otu00914","Francisella","philomiragia"
"Otu00915",NA,NA
"Otu00916",NA,NA
"Otu00917",NA,NA
"Otu00918",NA,NA
"Otu00919",NA,NA
"Otu00920",NA,NA
"Otu00921",NA,NA
"Otu00922",NA,NA
"Otu00923",NA,NA
"Otu00924",NA,NA
"Otu00925",NA,NA
"Otu00926",NA,NA
"Otu00927",NA,NA
"Otu00928",NA,NA
"Otu00929",NA,NA
"Otu00930",NA,NA
"Otu00931",NA,NA
"Otu00932",NA,NA
"Otu00933",NA,NA
"Otu00934",NA,NA
"Otu00935",NA,NA
"Otu00936",NA,NA
"Otu00937",NA,NA
"Otu00938",NA,NA
"Otu00939",NA,NA
"Otu00940",NA,NA
"Otu00941",NA,NA
"Otu00942",NA,NA
"Otu00943",NA,NA
"Otu00944",NA,NA
"Otu00945",NA,NA
"Otu00946",NA,NA
"Otu00947",NA,NA
"Otu00948","Kiloniella","litopenaei"
"Otu00949",NA,NA
"Otu00950",NA,NA
"Otu00951",NA,NA
"Otu00952",NA,NA
"Otu00953",NA,NA
"Otu00954",NA,NA
"Otu00955","Marinobacter","adhaerens/flavimaris/nanhaiticus/similis"
"Otu00957",NA,NA
"Otu00958",NA,NA
"Otu00959",NA,NA
"Otu00960",NA,NA
"Otu00961",NA,NA
"Otu00962","Ruegeria","lacuscaerulensis"
"Otu00964",NA,NA
"Otu00965",NA,NA
"Otu00966",NA,NA
"Otu00967",NA,NA
"Otu00968",NA,NA
"Otu00969",NA,NA
"Otu00970",NA,NA
"Otu00971",NA,NA
"Otu00972",NA,NA
"Otu00973",NA,NA
"Otu00974",NA,NA
"Otu00975",NA,NA
"Otu00976",NA,NA
"Otu00977",NA,NA
"Otu00978",NA,NA
"Otu00979",NA,NA
"Otu00980",NA,NA
"Otu00981",NA,NA
"Otu00982",NA,NA
"Otu00983",NA,NA
"Otu00984",NA,NA
"Otu00985",NA,NA
"Otu00986",NA,NA
"Otu00987",NA,NA
"Otu00988",NA,NA
"Otu00989",NA,NA
"Otu00990",NA,NA
"Otu00991",NA,NA
"Otu00992",NA,NA
"Otu00993",NA,NA
"Otu00994",NA,NA
"Otu00995",NA,NA
"Otu00996",NA,NA
"Otu00997",NA,NA
"Otu00998",NA,NA
"Otu00999",NA,NA
"Otu01000",NA,NA
"Otu01001",NA,NA
"Otu01002",NA,NA
